1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03	1.935487521919003257e+03
1.914249354558392042e+03	1.914163298952963260e+03	1.913882798609400879e+03	1.913518779148830163e+03	1.913250482390383922e+03	1.913135646776271869e+03	1.913112757487705267e+03	1.913062789119060881e+03	1.912977920242065011e+03	1.913002773897089355e+03	1.913175285923452066e+03	1.913407881496928894e+03	1.913559305431560915e+03	1.913550656778606708e+03	1.913490377450898677e+03	1.913465047622632028e+03	1.913434595394094003e+03	1.913285895157561981e+03	1.912980802633213216e+03	1.912667244130237805e+03	1.912460651507961757e+03	1.912346867574467296e+03	1.912221134775698374e+03	1.912029092311259319e+03	1.911919845727555412e+03	1.912023648066732676e+03	1.912301960871442816e+03	1.912606531431986923e+03	1.912813360269886061e+03	1.912994454550407909e+03	1.913254763995773146e+03	1.913546535280077705e+03	1.913682169101373120e+03	1.913500572714497366e+03	1.913048992381716744e+03	1.912471790268838959e+03	1.911813617567022902e+03	1.911027434655929710e+03	1.910121398671255747e+03	1.909279231838072747e+03	1.908705018907010754e+03	1.908434307435608844e+03	1.908323916047067996e+03	1.908199807335118976e+03	1.908039079038109094e+03	1.907891695752513670e+03	1.907754962240233908e+03	1.907544530000578106e+03	1.907191501385001629e+03	1.906737862296545472e+03	1.906246241234540094e+03	1.905741416660524692e+03	1.905187430145852659e+03	1.904513864953675238e+03	1.903693276017036396e+03	1.902753034827031115e+03	1.901806039418196860e+03	1.900941934854330611e+03	1.900211646325720722e+03	1.899656079169424856e+03	1.899258377023868206e+03	1.898986494217807376e+03	1.898816772671875697e+03	1.898724668668782670e+03	1.898703155541631531e+03	1.898681734430043207e+03	1.898607516774521855e+03	1.898543729539471087e+03	1.898575357631948009e+03	1.898754158801068343e+03	1.898989435726603233e+03	1.899135457222141667e+03	1.899179399105542188e+03	1.899149728941854164e+03	1.899105820592132659e+03	1.899005786177353230e+03
1.851456300368338361e+03	1.851117897703493327e+03	1.850035484218877173e+03	1.848634551442553629e+03	1.847599206084193838e+03	1.847149953302979839e+03	1.847055254056947888e+03	1.846861643066054739e+03	1.846537422773866865e+03	1.846633461187330795e+03	1.847292621982857781e+03	1.848181712739781915e+03	1.848763139099400632e+03	1.848733175196706952e+03	1.848503759499927810e+03	1.848403722180515842e+03	1.848280767329555829e+03	1.847705025510528003e+03	1.846531979642533315e+03	1.845325791288810478e+03	1.844524833691715685e+03	1.844077910374965313e+03	1.843591502587990135e+03	1.842859213138490531e+03	1.842445824294438353e+03	1.842843652897367747e+03	1.843908994074367911e+03	1.845082292542844925e+03	1.845889201661269681e+03	1.846597990246367317e+03	1.847603674287140848e+03	1.848723652175687448e+03	1.849243099038637411e+03	1.848544103416668804e+03	1.846803082130631310e+03	1.844569824625908268e+03	1.842018927370947040e+03	1.838980673759460387e+03	1.835495835376640798e+03	1.832266228176447385e+03	1.830063756077427115e+03	1.829023204223126868e+03	1.828603990470262261e+03	1.828146195406759716e+03	1.827557695758702266e+03	1.827017526940888274e+03	1.826511154370504528e+03	1.825721044246427709e+03	1.824389740327660093e+03	1.822677301823952575e+03	1.820820751461373220e+03	1.818915664692700830e+03	1.816823048681093042e+03	1.814274920309399931e+03	1.811175162854792688e+03	1.807636141805288162e+03	1.804083853581635140e+03	1.800851888788403130e+03	1.798132143135351043e+03	1.796080981540632365e+03	1.794634145793025709e+03	1.793666329156481197e+03	1.793078775765862474e+03	1.792775989132977884e+03	1.792735942748592151e+03	1.792702102153559053e+03	1.792472193159662538e+03	1.792270268099401846e+03	1.792415034705508106e+03	1.793109862131499767e+03	1.794023654729621512e+03	1.794608775019355789e+03	1.794798096707245804e+03	1.794692069311796104e+03	1.794528549450201581e+03	1.794165349452536020e+03
1.751235745843883251e+03	1.750496130375094253e+03	1.748202479010203206e+03	1.745247237851631553e+03	1.743053198159778503e+03	1.742079531773762255e+03	1.741856256082951631e+03	1.741443099687419362e+03	1.740767520949677873e+03	1.740971256301613039e+03	1.742344592101515900e+03	1.744198336852846069e+03	1.745419939979114361e+03	1.745368502588466527e+03	1.744893716884892228e+03	1.744673697083005891e+03	1.744394040281887101e+03	1.743167423572152757e+03	1.740696999539190983e+03	1.738154525499934607e+03	1.736444024424103191e+03	1.735469235004290340e+03	1.734434215863361487e+03	1.732913457805629605e+03	1.732066207061033538e+03	1.732899376887249900e+03	1.735126212398197595e+03	1.737605271866946168e+03	1.739346268513390896e+03	1.740883716518651681e+03	1.743019223576322702e+03	1.745371633404071645e+03	1.746458507266620472e+03	1.744983867695147637e+03	1.741300564561212241e+03	1.736547701440311585e+03	1.731103570843912394e+03	1.724650439554092827e+03	1.717307361432752487e+03	1.710535953607764668e+03	1.705916978307411000e+03	1.703727966316149150e+03	1.702865209999416493e+03	1.701971051373829368e+03	1.700836932493890572e+03	1.699794085097775906e+03	1.698797648336483689e+03	1.697202557840103282e+03	1.694492255005725838e+03	1.690998787652512647e+03	1.687208168458490718e+03	1.683322886928643584e+03	1.679047822539520439e+03	1.673828155762984807e+03	1.667493642157282693e+03	1.660304819866995786e+03	1.653130852157586560e+03	1.646636545523936775e+03	1.641212524062840203e+03	1.637184089097487686e+03	1.634416904400993417e+03	1.632640517384079203e+03	1.631622207405580411e+03	1.631158018793097654e+03	1.631218122399126742e+03	1.631309866614187968e+03	1.631010819673385868e+03	1.630730715263543516e+03	1.631114743626250629e+03	1.632605028764015742e+03	1.634561292061392123e+03	1.635871817339157815e+03	1.636337142606026418e+03	1.636140206031102480e+03	1.635814011146893108e+03	1.635120729173835571e+03
1.619982774040362983e+03	1.618721868275276620e+03	1.614973566472450784e+03	1.610174795896708247e+03	1.606588852141891039e+03	1.604947768912363699e+03	1.604530842339744595e+03	1.603848682833230441e+03	1.602770378173294148e+03	1.603103001601992901e+03	1.605292508424487778e+03	1.608251446716977398e+03	1.610223146383459607e+03	1.610166703578663373e+03	1.609417012010693270e+03	1.609039291056444881e+03	1.608538977908152447e+03	1.606520023261416782e+03	1.602518547103365336e+03	1.598394637755360691e+03	1.595568886913868710e+03	1.593912283545666241e+03	1.592210999175516235e+03	1.589796523313871376e+03	1.588477058803861382e+03	1.589815433810158311e+03	1.593383890814662664e+03	1.597418328808086926e+03	1.600335117039415536e+03	1.602929916414661648e+03	1.606430881563257117e+03	1.610227905169137557e+03	1.611972792406761300e+03	1.609579087056005619e+03	1.603574924690569333e+03	1.595761945419607855e+03	1.586778183971666522e+03	1.576200965001294890e+03	1.564298928865740891e+03	1.553401158154775658e+03	1.545966388427998936e+03	1.542430910214078949e+03	1.541085349443806308e+03	1.539802429155944083e+03	1.538210403339074674e+03	1.536742176555072774e+03	1.535294150617373589e+03	1.532874666045972390e+03	1.528703412181394242e+03	1.523306055022745113e+03	1.517440366444149504e+03	1.511437577312740132e+03	1.504814805384933607e+03	1.496694461043168985e+03	1.486870882796117485e+03	1.475816554718789121e+03	1.464877294273283951e+03	1.455048352825857819e+03	1.446932535131234317e+03	1.441045091046486277e+03	1.437167565211863575e+03	1.434849698744348188e+03	1.433666990600416057e+03	1.433286087433783905e+03	1.433693053268011909e+03	1.434186918180841985e+03	1.434090937384083418e+03	1.433943416521224890e+03	1.434737693271026501e+03	1.437216564630756920e+03	1.440456445190109662e+03	1.442741273468981717e+03	1.443630491662861687e+03	1.443365012326942860e+03	1.442876093535873906e+03	1.441903471331764877e+03
1.465703086552793593e+03	1.463840143374434092e+03	1.458586569846258726e+03	1.451916337199853842e+03	1.446889239277921206e+03	1.444498581981295729e+03	1.443819717814435080e+03	1.442850145340396011e+03	1.441383943852692710e+03	1.441847407030902787e+03	1.444814478335777039e+03	1.448831638230292356e+03	1.451548857258238741e+03	1.451519544428489326e+03	1.450516597764774815e+03	1.449955113755650245e+03	1.449177079504909671e+03	1.446323243183727527e+03	1.440781042208009467e+03	1.435057488733654282e+03	1.431041937047690226e+03	1.428605360022603008e+03	1.426203219625259635e+03	1.422946246100950475e+03	1.421212585421851145e+03	1.423044819794977684e+03	1.427917626990407371e+03	1.433540729583293796e+03	1.437758785227023964e+03	1.441546400025999219e+03	1.446475652050970893e+03	1.451713360700928661e+03	1.454103712043922997e+03	1.450780982438380306e+03	1.442396807946701983e+03	1.431366968495304945e+03	1.418623483565625520e+03	1.403749540987202636e+03	1.387253394968322937e+03	1.372289706440495820e+03	1.362083018991928384e+03	1.357216798527784931e+03	1.355461744406466778e+03	1.353996527206752717e+03	1.352243533759256479e+03	1.350618695434578285e+03	1.348926898377382486e+03	1.345888137558769813e+03	1.340517650144400250e+03	1.333520052955843312e+03	1.325893496380690522e+03	1.318103874061936722e+03	1.309474992055502298e+03	1.298827185516563532e+03	1.285993546934729466e+03	1.271709790434251545e+03	1.257733286633209900e+03	1.245306730050542910e+03	1.235213575878833808e+03	1.228141060669034687e+03	1.223778052259669948e+03	1.221485467893259056e+03	1.220609896847331811e+03	1.220691296115762270e+03	1.221764354447906499e+03	1.223006657847084625e+03	1.223493450090314127e+03	1.223781870321896804e+03	1.225171656111857828e+03	1.228729205965556957e+03	1.233342462925030304e+03	1.236762951896881987e+03	1.238202309504613822e+03	1.237915698312534005e+03	1.237303529767034888e+03	1.236195653945118920e+03
1.297228183678526193e+03	1.294730500017972645e+03	1.288110727028493557e+03	1.279792202427885741e+03	1.273455593990793204e+03	1.270302895629867862e+03	1.269300787063592452e+03	1.268056545968463524e+03	1.266275878377135541e+03	1.266851159439855564e+03	1.270427272387153153e+03	1.275282741518713465e+03	1.278631524579961706e+03	1.278671205799418203e+03	1.277482226986843216e+03	1.276726877726127441e+03	1.275631071566611809e+03	1.272001992652103354e+03	1.265124271486940643e+03	1.258000395842103899e+03	1.252855779831689688e+03	1.249609132542211910e+03	1.246555512970424616e+03	1.242646267848090929e+03	1.240636150931236443e+03	1.242873813296941989e+03	1.248812832416497031e+03	1.255847267861013961e+03	1.261363616332222364e+03	1.266373140779487812e+03	1.272623406517815056e+03	1.279096158057429875e+03	1.282025773688559184e+03	1.277895422684857749e+03	1.267387406010401719e+03	1.253374574980327452e+03	1.237093715865683635e+03	1.218292805881149434e+03	1.197811102985160232e+03	1.179449862371874360e+03	1.166937170612340651e+03	1.160971156516484598e+03	1.158991938955706246e+03	1.157681798955412432e+03	1.156224281076568332e+03	1.154859057706690464e+03	1.153272738349502333e+03	1.150015991975026964e+03	1.144003373834972308e+03	1.136070372907749288e+03	1.127380078868938199e+03	1.118524358070920243e+03	1.108654929498909269e+03	1.096358061697612811e+03	1.081592333014609721e+03	1.065378411696981857e+03	1.049743553861881310e+03	1.036042035743561200e+03	1.025171776102356034e+03	1.017936057131764414e+03	1.013923277945875043e+03	1.012328461879344218e+03	1.012275254859821871e+03	1.013205755272002307e+03	1.015231918388641589e+03	1.017516330258188304e+03	1.018930342184264191e+03	1.019940856866456670e+03	1.022072989720895293e+03	1.026691350081484188e+03	1.032608717978283494e+03	1.037188389756139259e+03	1.039233945383119817e+03	1.038975764257986157e+03	1.038302334662905423e+03	1.037236783219186236e+03
1.123407925637978224e+03	1.120296425878962282e+03	1.112608663291623998e+03	1.103067372348971503e+03	1.095704698654551294e+03	1.091849781685755488e+03	1.090483256028657024e+03	1.089004269524094298e+03	1.087022866903932709e+03	1.087670865661946436e+03	1.091590635736891500e+03	1.096935928758300633e+03	1.100715425654020692e+03	1.100866235853590069e+03	1.099590016338490386e+03	1.098650332746707363e+03	1.097225085217674177e+03	1.092972607004945530e+03	1.085136917657433514e+03	1.076986591060110868e+03	1.070895967412030359e+03	1.066884684997051863e+03	1.063302632448521535e+03	1.059027382435853724e+03	1.056924759010872094e+03	1.059418667928828881e+03	1.066035227521391562e+03	1.074130066211290568e+03	1.080814201292868802e+03	1.086964729090774881e+03	1.094285480165126728e+03	1.101633488193739140e+03	1.104928633713868521e+03	1.100222271826130054e+03	1.088112335344162375e+03	1.071696011210242432e+03	1.052502972993550202e+03	1.030619228864425850e+03	1.007284229466040415e+03	9.866664480744275352e+02	9.726476153125256587e+02	9.659981479405255413e+02	9.640733989855752952e+02	9.633286935132543931e+02	9.626921106531540318e+02	9.620688968938395647e+02	9.610185249455189478e+02	9.580720256905278802e+02	9.521608405006136309e+02	9.441791102109627900e+02	9.353548191037411925e+02	9.263861495366384133e+02	9.162968488799626812e+02	9.035351597894382394e+02	8.882553937594125273e+02	8.717413931505479923e+02	8.561112347975367811e+02	8.426842379781001000e+02	8.323899583369031916e+02	8.260638293150022946e+02	8.231838009064504149e+02	8.228346718834839066e+02	8.239793115531131207e+02	8.260112248762659419e+02	8.291312400225142483e+02	8.325717258663225948e+02	8.350747484376527154e+02	8.369603488564926010e+02	8.398873165262107250e+02	8.454459494924788032e+02	8.524555273402147577e+02	8.580549159836036779e+02	8.606590701011627971e+02	8.604573885094293928e+02	8.597814817072107871e+02	8.588975988790778047e+02
9.523803549628354403e+02	9.487307536784207969e+02	9.403815186989252197e+02	9.301696628565525771e+02	9.221680435817958141e+02	9.177386360693072902e+02	9.159995588283550205e+02	9.143459665561405245e+02	9.122935136000932062e+02	9.129587239630629938e+02	9.169076984024017065e+02	9.223295758999859117e+02	9.262867941801775942e+02	9.265805567705145904e+02	9.253284682693043806e+02	9.242356552347256411e+02	9.225072205427022709e+02	9.178541491078681247e+02	9.095443914852296530e+02	9.008497865530453055e+02	8.940914591861887857e+02	8.894371410199438515e+02	8.855043159111521618e+02	8.811875677903769883e+02	8.791807624670040013e+02	8.817456603004168301e+02	8.885724303102563226e+02	8.972627232291247310e+02	9.048706879069923161e+02	9.119780943272960485e+02	9.200198593833384848e+02	9.277983534392984666e+02	9.312542447478814438e+02	9.262783681940381939e+02	9.132705527614581342e+02	8.952890947203982250e+02	8.741249209326447271e+02	8.503498550257262423e+02	8.256271199822273275e+02	8.041651732909228940e+02	7.896393515399744274e+02	7.828520920577658444e+02	7.813191597252862266e+02	7.815483114406744107e+02	7.822180290357581498e+02	7.827864168226325319e+02	7.827040462683910391e+02	7.806272578497691939e+02	7.756032287618467080e+02	7.685022915417515605e+02	7.605162486573366323e+02	7.524238523231173303e+02	7.431796123043563966e+02	7.311936077830974909e+02	7.168446168615397482e+02	7.016105495650848525e+02	6.875289718172685980e+02	6.757679344860756601e+02	6.672097011285082999e+02	6.626281358272626676e+02	6.613797446294784095e+02	6.625202594701626140e+02	6.649644702219067085e+02	6.681127751184883437e+02	6.722425496524075470e+02	6.766940252857700671e+02	6.801748841254385525e+02	6.828806419191173518e+02	6.865229556978014216e+02	6.928125227519035434e+02	7.005981015048647578e+02	7.069320361800571391e+02	7.099437390215746291e+02	7.097907262504069195e+02	7.091417581460997326e+02	7.084842893371809396e+02
7.909979897735253189e+02	7.869366334208813214e+02	7.783797024141143766e+02	7.680890840229659489e+02	7.598817837753507547e+02	7.550621835420341768e+02	7.529847154976674801e+02	7.512284016786503571e+02	7.492257451560925574e+02	7.498424396653975919e+02	7.535097083652495940e+02	7.586000829860225849e+02	7.624699858993479893e+02	7.629191691025172304e+02	7.617953732607026041e+02	7.606018387583561662e+02	7.586391113499624907e+02	7.538502280888891391e+02	7.455805726668405669e+02	7.368563266507802609e+02	7.297675027138708401e+02	7.246603562676910997e+02	7.205848325541663826e+02	7.165296930674847999e+02	7.147711846876942445e+02	7.172136951524156530e+02	7.237826289548539762e+02	7.325595988003843786e+02	7.407596944014593419e+02	7.485536020768064418e+02	7.569206879055376476e+02	7.646758279182089382e+02	7.680955383392359863e+02	7.631888827266724320e+02	7.500678442456500079e+02	7.315055958012302426e+02	7.095073085962177402e+02	6.852167265909723710e+02	6.606821977182320325e+02	6.398343990451695618e+02	6.258459364421133841e+02	6.195225154695591527e+02	6.187319013109347452e+02	6.202655676468945103e+02	6.225847116822370708e+02	6.246677131956106450e+02	6.259044988362103368e+02	6.251852749564701526e+02	6.217281110478014625e+02	6.163026878706542675e+02	6.099842715620860645e+02	6.036050833928903785e+02	5.961123337562842153e+02	5.859586101065018511e+02	5.737219562266251387e+02	5.609679194590509042e+02	5.495288887854784434e+02	5.403627893216302027e+02	5.342471753122941891e+02	5.318130793546960149e+02	5.322888297999184033e+02	5.347923461342428482e+02	5.383275218520806220e+02	5.423446906272864680e+02	5.471638979340931428e+02	5.522243093723342326e+02	5.563024802657453165e+02	5.595611084419342660e+02	5.637036118068400583e+02	5.704475685006460708e+02	5.786410529997350523e+02	5.853376592964457359e+02	5.885389174450421024e+02	5.883910508425201442e+02	5.877517633408989468e+02	5.872499524213470750e+02
